t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,malware
198,208,106,271,144,194,257,127,114,127,114,215,280,117,240,117,172,117,172,117,111,172,117,215,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,86,172,117,215,106,135,171,208,215,260,274,158,215,274,158,215,298,111,81,297,135,171,8,178,215,2,81,140,228,2,172,117,215,135,171,86,172,117,262,208,262,172,117,172,117,99,35,0,117,172,117,172,117,228,20,80,0,86,215,172,117,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,71,56,172,117,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
82,16,31,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,187,208,86,198,118,240,117,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,192,89,133,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,172,117,240,117,240,0
286,172,117,275,228,208,187,208,240,275,240,275,228,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,240,275,240,275,228,240,117,172,117,240,275,228,208,240,275,240,275,228,172,117,298,297,135,171,215,240,275,228,240,172,275,228,240,117,172,275,240,117,172,117,110,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,240,0
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,275,208,297,215,297,99,5,60,81,266,215,60,81,240,117,35,117,35,117,35,117,35,240,117,35,117,208,56,240,178,215,117,240,117,208,117,35,240,117,35,208,35,240,117,208,215,274,35,215,260,141,65,215,260,141,65,260,141,65,260,141,65,240,117,174,35,117,35,117,174,0
82,16,263,215,263,215,263,215,72,297,125,215,151,240,117,50,71,240,117,50,178,294,86,297,73,297,24,264,208,264,208,264,215,73,71,240,117,50,240,117,50,178,260,226,65,71,240,117,50,240,117,50,178,86,240,117,50,240,117,50,240,117,50,73,297,24,264,215,240,117,50,73,297,24,264,215,240,117,50,73,297,24,264,215,274,158,215,274,158,215,274,158,274,158,215,274,278,274,158,215,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,16,198,82,208,60,81,82,120,82,120,82,120,82,120,208,82,120,82,120,82,120,82,120,82,120,82,120,82,120,82,120,82,120,194,144,194,144,194,82,120,215,274,158,208,82,120,297,208,82,120,82,120,208,194,240,117,71,297,135,171,215,297,82,120,286,240,117,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
82,286,240,286,117,286,240,286,117,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,208,35,240,117,286,194,286,208,286,194,286,194,286,194,286,194,286,194,286,194,286,194,286,194,286,194,286,194,286,194,286,194,286,110,208,286,240,286,117,286,240,286,117,286,240,286,117,208,286,240,286,297,135,171,215,274,158,215,286,240,286,117,286,240,286,117,287,235,214,198,215,0
82,16,208,257,60,81,215,274,158,215,274,158,215,208,187,208,274,158,266,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,60,81,240,117,240,117,71,297,135,171,215,35,240,117,35,240,117,35,60,81,60,81,60,81,208,111,81,140,111,81,140,225,35,225,215,260,275,260,141,65,260,141,65,198,172,117,260,294,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,0
82,16,71,56,37,158,215,37,158,215,198,172,117,37,294,275,37,71,25,71,275,37,240,117,158,215,37,158,274,158,215,274,158,215,86,99,71,215,208,187,208,71,260,141,65,25,56,20,135,171,274,34,215,178,240,117,215,117,37,158,117,215,86,80,56,172,117,240,117,240,117,71,25,2,81,140,208,240,262,37,158,215,274,158,215,274,158,215,274,158,215,37,72,274,158,215,89,208,117,25,0
208,187,208,93,208,172,117,82,60,81,60,81,297,93,215,260,141,65,260,141,65,198,172,117,260,294,275,112,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,208,35,215,274,158,215,274,158,215,240,117,172,60,81,60,81,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,240,117,71,297,135,171,215,208,240,117,35,215,274,35,65,172,117,225,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
198,208,106,271,144,194,257,127,114,127,114,215,280,117,240,117,172,117,172,117,111,172,117,215,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,86,172,117,215,106,135,171,208,215,260,274,158,215,274,158,215,298,111,81,297,135,171,8,178,215,2,81,140,228,172,117,215,135,171,86,172,117,262,172,117,172,117,99,35,0,117,172,228,20,80,0,208,86,215,172,117,172,117,172,117,172,0
82,16,172,117,208,86,215,274,158,208,93,172,117,194,297,215,127,87,141,65,260,25,172,117,82,172,117,2,81,2,81,172,60,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,25,31,25,35,240,117,286,106,171,260,240,117,110,117,261,286,194,286,117,56,60,81,140,110,208,56,71,56,172,117,240,117,240,117,260,117,135,171,100,215,100,89,215,178,215,100,89,215,208,0
240,117,240,117,240,117,228,82,16,111,81,111,81,208,240,117,240,117,240,117,240,117,240,117,228,187,82,76,172,117,208,112,208,111,240,297,8,135,215,171,215,178,208,112,257,29,215,297,93,199,208,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,0
240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,257,215,56,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,0
82,172,117,82,16,208,35,208,35,215,274,215,274,158,215,274,215,274,158,215,35,240,117,240,117,240,117,240,117,243,215,274,158,215,274,158,215,240,117,286,2,81,140,2,81,140,142,260,31,172,117,172,117,298,274,158,215,274,158,215,298,2,81,140,60,81,60,2,81,140,260,87,65,87,65,141,65,260,87,65,87,65,141,65,260,87,65,87,65,141,65,260,87,65,87,65,141,65,260,87,0
16,172,117,275,240,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,208,35,240,117,142,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,110,275,240,117,275,240,117,275,240,117,275,240,117,208,275,208,240,275,240,117,275,240,117,287,35,275,240,117,208,286,73,286,73,286,208,275,240,117,208,60,81,60,81,35,60,0
82,274,158,215,86,82,37,70,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,65,20,114,215,260,40,65,260,40,226,65,260,141,65,20,260,40,65,260,141,65,20,260,141,65,260,141,65,260,141,65,82,262,228,275,172,240,275,172,274,158,215,172,117,215,274,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,70,37,158,215,82,240,117,82,240,117,297,8,0
16,172,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,0
82,274,158,215,86,82,37,70,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,65,20,114,215,260,40,65,260,40,226,65,260,141,65,20,260,40,65,260,141,65,20,260,141,65,260,141,65,260,141,65,82,262,228,275,172,240,275,172,274,158,215,172,117,215,274,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,70,37,158,215,82,240,117,82,240,117,297,8,0
82,172,117,16,208,215,274,158,215,274,158,215,286,73,286,240,117,240,117,20,125,297,135,171,215,274,158,215,248,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,257,114,215,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,297,286,10,286,135,198,171,215,0
82,228,16,172,240,117,293,256,215,286,73,286,240,117,20,125,286,73,286,297,286,10,286,93,286,10,286,208,264,29,172,117,29,215,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,172,117,257,114,215,286,73,286,73,286,73,286,73,286,73,286,73,286,73,0
172,117,172,117,172,117,198,208,260,274,158,215,274,158,215,257,215,257,25,172,117,260,274,158,172,117,172,117,260,141,65,286,172,117,240,117,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,260,172,117,25,240,117,71,297,0
82,16,208,194,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,172,117,172,117,172,117,71,208,71,25,71,275,260,240,117,141,65,260,141,208,65,86,99,71,215,240,117,240,262,112,123,65,208,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,208,117,89,172,117,172,117,172,117,9,215,208,260,65,141,65,260,65,141,65,89,215,9,215,260,65,141,65,260,65,141,65,162,0
82,16,240,117,260,240,208,86,31,215,15,117,15,122,261,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,240,117,297,8,135,171,215,178,215,260,209,260,141,65,73,260,65,260,209,260,40,226,240,117,293,117,256,117,240,117,71,297,135,171,215,226,65,209,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
198,208,106,271,144,194,257,127,114,127,114,215,280,117,172,111,81,140,111,81,140,111,81,140,111,81,140,111,240,117,172,117,172,117,111,172,117,215,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,86,172,117,215,106,135,171,208,215,260,274,158,215,274,158,215,298,111,81,111,172,117,215,86,215,172,111,172,117,215,86,215,260,298,111,81,172,117,215,86,215,172,117,215,86,215,297,0
82,16,208,57,208,57,82,208,297,208,20,215,297,93,281,29,215,281,144,281,144,281,215,281,215,281,215,297,93,208,264,208,264,215,208,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,208,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,257,114,215,257,114,215,281,215,281,215,281,215,297,93,208,264,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,71,25,71,275,260,240,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
82,228,16,172,240,117,215,172,117,215,208,82,208,198,208,286,110,142,82,208,82,142,82,208,82,208,230,86,208,194,297,93,215,208,127,194,144,194,144,172,117,240,117,50,248,194,208,248,194,248,208,248,194,297,93,199,264,215,82,208,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,0
82,274,158,215,86,82,37,70,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,65,20,114,215,260,40,65,260,40,226,65,260,141,65,20,260,40,65,260,141,65,20,260,141,65,260,141,65,260,141,65,82,262,228,275,172,240,275,172,274,158,215,172,117,215,274,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,70,37,158,215,82,240,117,82,240,117,297,8,0
82,240,117,240,117,240,117,240,117,172,117,16,198,86,135,171,260,31,286,208,172,117,208,86,56,260,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,208,65,86,99,71,215,240,117,240,117,240,117,208,240,117,208,172,117,208,198,86,135,171,178,215,172,117,149,271,208,271,72,260,141,65,260,141,65,271,215,240,117,71,297,135,171,215,271,172,117,35,208,117,297,240,117,11,0
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,0
82,16,274,158,215,274,158,215,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,240,117,215,117,15,31,25,56,240,117,18,240,117,297,119,260,252,264,117,215,15,240,117,240,117,240,117,297,119,252,264,117,240,117,260,60,81,60,81,172,60,81,60,81,35,117,60,81,140,60,81,60,81,208,187,208,274,158,208,60,81,240,117,240,117,71,297,135,171,215,35,240,117,35,0
82,172,117,16,208,187,208,198,172,117,172,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,35,172,117,275,240,80,240,117,245,123,60,215,240,208,187,208,274,158,266,215,35,208,35,240,117,60,81,240,117,240,117,240,117,35,117,35,208,215,274,215,274,158,215,274,215,274,158,215,274,215,274,158,215,274,215,274,158,215,274,215,274,158,215,35,20,34,208,264,187,215,60,81,60,81,0
112,274,158,215,274,158,215,298,76,208,76,172,117,35,172,117,112,123,65,172,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,240,117,71,297,135,171,215,172,117,76,172,117,76,20,215,20,215,0
208,187,208,93,208,172,117,291,81,215,274,158,215,274,158,215,208,187,208,274,158,266,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,60,81,240,117,240,117,71,297,135,171,215,240,117,240,117,35,117,35,240,117,208,35,117,35,117,35,117,35,240,117,35,56,240,178,215,117,208,117,35,117,208,35,112,123,65,112,123,65,112,123,65,112,240,117,72,50,260,141,65,260,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,71,25,71,275,260,240,0
82,274,158,215,86,82,37,70,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,65,20,114,215,260,40,65,260,40,226,65,260,141,65,20,260,40,65,260,141,65,20,260,141,65,260,141,65,260,141,65,82,262,228,275,172,240,275,172,274,158,215,172,117,215,274,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,70,37,158,215,82,240,117,82,240,117,297,8,0
172,117,172,117,172,117,198,208,260,274,158,215,274,158,215,257,215,257,25,172,117,260,274,158,172,117,172,117,260,141,65,286,172,117,240,117,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,225,172,60,81,60,81,60,81,260,172,117,25,240,117,71,297,135,171,215,0
